k,context,entropy,condition,position,target_word
8,because the time whizzes by and before you,6.888245582580566,anne_frank,14,you
1,take,10.94829273223877,anne_frank,10,take
2,they’ll take,6.61107873916626,anne_frank,10,take
4,Prince if they’ll take,6.73884391784668,anne_frank,10,take
8,ask the magazine The Prince if they’ll take,6.21419095993042,anne_frank,10,take
1,The,12.726799011230469,anne_frank,6,The
2,magazine The,9.484576225280762,anne_frank,6,The
4,ask the magazine The,9.97861385345459,anne_frank,6,The
1,of,12.024920463562012,anne_frank,12,of
2,one of,5.783963203430176,anne_frank,12,of
4,they’ll take one of,4.2825140953063965,anne_frank,12,of
8,magazine The Prince if they’ll take one of,4.862790584564209,anne_frank,12,of
1,her,11.613869667053223,anne_frank,6,her
2,loves her,9.812919616699219,anne_frank,6,her
4,that Margot loves her,9.895458221435547,anne_frank,6,her
1,does,9.734188079833984,anne_frank,1,does
2,Mother does,3.369877576828003,anne_frank,1,does
1,"do,",10.54893684387207,anne_frank,11,"do,"
2,"I do,",6.5547380447387695,anne_frank,11,"do,"
4,"more than I do,",6.443950176239014,anne_frank,11,"do,"
8,"Margot loves her much more than I do,",4.894501686096191,anne_frank,11,"do,"
1,ago,11.041464805603027,anne_frank,3,ago
2,evenings ago,5.149415493011475,anne_frank,3,ago
4,A few evenings ago,3.0282843112945557,anne_frank,3,ago
1,went,10.454033851623535,anne_frank,11,went
2,Peter went,4.776159763336182,anne_frank,11,went
4,"still light), Peter went",5.629580020904541,anne_frank,11,went
8,"(it was seven-thirty and still light), Peter went",5.010457515716553,anne_frank,11,went
1,old,11.37612247467041,anne_frank,19,old
2,some old,10.578526496887207,anne_frank,19,old
4,to get some old,10.56458854675293,anne_frank,19,old
8,up to the loft to get some old,10.660882949829102,anne_frank,19,old
16,"(it was seven-thirty and still light), Peter went up to the loft to get some old",9.929834365844727,anne_frank,19,old
1,me,10.572490692138672,anne_frank,10,me
2,and me,7.114532947540283,anne_frank,10,me
4,"Margot, Peter and me",6.934194087982178,anne_frank,10,me
8,"that would help Bep, Margot, Peter and me",7.12774133682251,anne_frank,10,me
1,and,11.574933052062988,anne_frank,9,and
2,Peter and,10.146756172180176,anne_frank,9,and
4,"Bep, Margot, Peter and",10.675978660583496,anne_frank,9,and
8,"thing that would help Bep, Margot, Peter and",10.084816932678223,anne_frank,9,and
1,help,11.075180053710938,anne_frank,5,help
2,would help,7.66488790512085,anne_frank,5,help
4,thing that would help,7.990395545959473,anne_frank,5,help
1,was,10.896289825439453,anne_frank,4,was
2,it was,9.499979019165039,anne_frank,4,was
4,immediately assumed it was,7.994991302490234,anne_frank,4,was
1,assumed,10.421850204467773,anne_frank,2,assumed
2,immediately assumed,5.670891284942627,anne_frank,2,assumed
1,she,11.092260360717773,anne_frank,17,she
2,that she,6.570589542388916,anne_frank,17,she
4,"eating lunch, that she",6.771284580230713,anne_frank,17,she
8,"warn Bep, who was eating lunch, that she",5.7505621910095215,anne_frank,17,she
16,"assumed it was the carpenter and went to warn Bep, who was eating lunch, that she",3.7067747116088867,anne_frank,17,she
1,been,10.934855461120605,anne_frank,4,been
2,we’ve been,10.148697853088379,anne_frank,4,been
4,"the meantime, we’ve been",8.71522331237793,anne_frank,4,been
1,up,10.697288513183594,anne_frank,19,up
2,neither up,5.746770858764648,anne_frank,19,up
4,can go neither up,2.757537841796875,anne_frank,19,up
8,"clouds, so that we can go neither up",2.408235788345337,anne_frank,19,up
16,"been cut off by the dark mass of clouds, so that we can go neither up",0.9112575054168701,anne_frank,19,up
1,of,12.024920463562012,anne_frank,11,of
2,mass of,11.48599624633789,anne_frank,11,of
4,the dark mass of,9.303218841552734,anne_frank,11,of
8,been cut off by the dark mass of,10.277801513671875,anne_frank,11,of
1,he,11.501636505126953,anne_frank,8,he
2,when he,7.976884841918945,anne_frank,8,he
4,saying nothing when he,8.196453094482422,anne_frank,8,he
8,all began with Dussel’s saying nothing when he,7.717912197113037,anne_frank,8,he
1,exchange,8.879054069519043,anne_frank,13,exchange
2,didn’t exchange,8.52647590637207,anne_frank,13,exchange
4,upstairs; he didn’t exchange,6.943771839141846,anne_frank,13,exchange
8,nothing when he was upstairs; he didn’t exchange,6.517107009887695,anne_frank,13,exchange
1,much,10.719216346740723,anne_frank,15,much
2,so much,7.7450642585754395,anne_frank,15,much
4,didn’t exchange so much,8.679862976074219,anne_frank,15,much
8,he was upstairs; he didn’t exchange so much,7.6102094650268555,anne_frank,15,much
16,It all began with Dussel’s saying nothing when he was upstairs; he didn’t exchange so much,7.879991054534912,anne_frank,15,much
1,brooch,9.967148780822754,anne_frank,10,brooch
2,darling brooch,8.495063781738281,anne_frank,10,brooch
4,Stephanie a darling brooch,7.383881568908691,anne_frank,10,brooch
8,"me a puzzle, Aunt Stephanie a darling brooch",3.573884963989258,anne_frank,10,brooch
1,and,11.574933052062988,anne_frank,11,and
2,brooch and,11.938505172729492,anne_frank,11,and
4,a darling brooch and,10.391195297241211,anne_frank,11,and
8,"a puzzle, Aunt Stephanie a darling brooch and",9.129167556762695,anne_frank,11,and
1,Helene,10.537834167480469,anne_frank,1,Helene
2,Aunt Helene,9.955947875976562,anne_frank,1,Helene
1,the,12.734390258789062,anne_frank,2,the
2,"down, the",12.540204048156738,anne_frank,2,the
1,read,10.640660285949707,anne_frank,10,read
2,I read,6.687819004058838,anne_frank,10,read
4,the old.” I read,6.414806365966797,anne_frank,10,read
8,young are lonelier than the old.” I read,7.1224565505981445,anne_frank,10,read
1,a,11.316549301147461,anne_frank,13,a
2,in a,11.482857704162598,anne_frank,13,a
4,read this in a,9.186059951782227,anne_frank,13,a
8,than the old.” I read this in a,9.648493766784668,anne_frank,13,a
1,went,10.454033851623535,anne_frank,8,went
2,"downstairs, went",5.0266547203063965,anne_frank,8,went
4,"beds ready downstairs, went",4.900774955749512,anne_frank,8,went
8,"and I got the beds ready downstairs, went",4.305599212646484,anne_frank,8,went
1,"teeth,",10.478058815002441,anne_frank,14,"teeth,"
2,"our teeth,",9.525469779968262,anne_frank,14,"teeth,"
4,"bathroom, brushed our teeth,",6.626867294311523,anne_frank,14,"teeth,"
8,"downstairs, went to the bathroom, brushed our teeth,",5.846103191375732,anne_frank,14,"teeth,"
1,the,12.734390258789062,anne_frank,4,the
2,got the,12.073562622070312,anne_frank,4,the
4,and I got the,10.527375221252441,anne_frank,4,the
1,refuse,9.288949966430664,anne_frank,1,refuse
2,I refuse,1.637203574180603,anne_frank,1,refuse
1,him,11.09859561920166,anne_frank,19,him
2,shush him,6.063784122467041,anne_frank,19,him
4,going to shush him,6.05939245223999,anne_frank,19,him
8,"he shushes me, I’m going to shush him",4.956684112548828,anne_frank,19,him
16,"any notice of him, and the next time he shushes me, I’m going to shush him",4.82441520690918,anne_frank,19,him
1,he,11.501636505126953,anne_frank,12,he
2,time he,7.827927112579346,anne_frank,12,he
4,the next time he,7.876630783081055,anne_frank,12,he
8,"notice of him, and the next time he",7.925371170043945,anne_frank,12,he
1,to,11.301959037780762,anne_frank,3,to
2,wants to,7.969051361083984,anne_frank,3,to
4,No one wants to,7.286268711090088,anne_frank,3,to
1,the,12.734390258789062,anne_frank,5,the
2,see the,10.900222778320312,anne_frank,5,the
4,wants to see the,11.636636734008789,anne_frank,5,the
1,for,11.576336860656738,anne_frank,20,for
2,anything for,8.924811363220215,anne_frank,20,for
4,don’t know anything for,4.950362205505371,anne_frank,20,for
8,face.” Jan: “But you don’t know anything for,5.277493476867676,anne_frank,20,for
16,the danger until it’s staring them in the face.” Jan: “But you don’t know anything for,5.824544906616211,anne_frank,20,for
1,the,12.734390258789062,anne_frank,14,the
2,if the,12.415213584899902,anne_frank,14,the
4,looked as if the,12.269645690917969,anne_frank,14,the
8,"everywhere, and outside it looked as if the",11.109793663024902,anne_frank,14,the
1,and,11.574933052062988,anne_frank,8,and
2,"everywhere, and",8.7863130569458,anne_frank,8,and
4,"fire was everywhere, and",8.225430488586426,anne_frank,8,and
8,"long the smell of fire was everywhere, and",7.580641746520996,anne_frank,8,and
1,fire,11.26252555847168,anne_frank,5,fire
2,of fire,8.287149429321289,anne_frank,5,fire
4,the smell of fire,6.852267265319824,anne_frank,5,fire
1,first,11.162483215332031,anne_frank,9,first
2,the first,9.22966194152832,anne_frank,9,first
4,sorry—because for the first,2.4309701919555664,anne_frank,9,first
8,"sorry for Mother—very, very sorry—because for the first",3.337071418762207,anne_frank,9,first
1,felt,10.970352172851562,anne_frank,1,felt
2,I felt,6.352838039398193,anne_frank,1,felt
1,"Mother—very,",0.20930111408233643,anne_frank,4,"Mother—very,"
2,"for Mother—very,",0.2057434469461441,anne_frank,4,"Mother—very,"
4,"felt sorry for Mother—very,",0.09536552429199219,anne_frank,4,"Mother—very,"
1,I,11.117331504821777,anne_frank,11,I
2,so I,7.107552528381348,anne_frank,11,I
4,"go away, so I",7.366222381591797,anne_frank,11,I
8,"the tickle refused to go away, so I",8.38727855682373,anne_frank,11,I
1,"away,",11.228331565856934,anne_frank,9,"away,"
2,"go away,",8.542678833007812,anne_frank,9,"away,"
4,"refused to go away,",7.887131214141846,anne_frank,9,"away,"
8,"the time the tickle refused to go away,",8.122491836547852,anne_frank,9,"away,"
1,drink,8.994930267333984,anne_frank,14,drink
2,to drink,7.301207542419434,anne_frank,14,drink
4,I had to drink,6.8961992263793945,anne_frank,14,drink
8,"to go away, so I had to drink",6.499782085418701,anne_frank,14,drink
1,had,11.16131591796875,anne_frank,7,had
2,I had,7.072267055511475,anne_frank,7,had
4,Mother and I had,7.740684986114502,anne_frank,7,had
8,"Yours, Anne Dearest Kitty, Mother and I had",7.322504043579102,anne_frank,7,had
1,Dearest,11.14469051361084,anne_frank,2,Dearest
2,Anne Dearest,6.199722766876221,anne_frank,2,Dearest
1,“discussion”,7.199008464813232,anne_frank,10,“discussion”
2,so-called “discussion”,7.629289150238037,anne_frank,10,“discussion”
4,had a so-called “discussion”,7.45695686340332,anne_frank,10,“discussion”
8,"Kitty, Mother and I had a so-called “discussion”",7.7977375984191895,anne_frank,10,“discussion”
1,[*For,9.476139068603516,anne_frank,7,[*For
2,mal!* [*For,10.015551567077637,anne_frank,7,[*For
4,Donnerwetter noch mal!* [*For,10.00241470336914,anne_frank,7,[*For
8,"“And now shut up, Donnerwetter noch mal!* [*For",9.114624977111816,anne_frank,7,[*For
1,stare,10.195642471313477,anne_frank,19,stare
2,I stare,3.2703986167907715,anne_frank,19,stare
4,"laugh, and I stare",3.6322522163391113,anne_frank,19,stare
8,"can barely stifle a laugh, and I stare",4.0852885246276855,anne_frank,19,stare
16,"Donnerwetter noch mal!* [*For crying out loud!”] Mother can barely stifle a laugh, and I stare",4.952021598815918,anne_frank,19,stare
1,can,10.825804710388184,anne_frank,12,can
2,Mother can,7.989087104797363,anne_frank,12,can
4,out loud!”] Mother can,6.273481369018555,anne_frank,12,can
8,noch mal!* [*For crying out loud!”] Mother can,7.165666580200195,anne_frank,12,can
1,book,10.929439544677734,anne_frank,17,book
2,a book,6.890647888183594,anne_frank,17,book
4,would publish a book,5.62665319442749,anne_frank,17,book
8,war was over she would publish a book,5.54097318649292,anne_frank,17,book
16,"this speech, Anne Frank decided that when the war was over she would publish a book",4.909454345703125,anne_frank,17,book
1,this,10.959673881530762,anne_frank,2,this
2,by this,9.920621871948242,anne_frank,2,this
1,on,11.154274940490723,anne_frank,19,on
2,based on,9.713926315307617,anne_frank,19,on
4,a book based on,7.008167266845703,anne_frank,19,on
8,over she would publish a book based on,5.571010589599609,anne_frank,19,on
16,Anne Frank decided that when the war was over she would publish a book based on,5.236867904663086,anne_frank,19,on
1,a,11.316549301147461,anne_frank,19,a
2,make a,10.652064323425293,anne_frank,19,a
4,sure to make a,9.911046028137207,anne_frank,19,a
8,and mother them— that’s sure to make a,5.818450927734375,anne_frank,19,a
16,"know everything, offer everyone a piece of advice and mother them— that’s sure to make a",3.765197277069092,anne_frank,19,a
1,and,11.574933052062988,anne_frank,12,and
2,advice and,12.144098281860352,anne_frank,12,and
4,piece of advice and,8.719813346862793,anne_frank,12,and
8,"everything, offer everyone a piece of advice and",8.581421852111816,anne_frank,12,and
1,that’s,11.442596435546875,anne_frank,15,that’s
2,them— that’s,9.614221572875977,anne_frank,15,that’s
4,and mother them— that’s,8.647614479064941,anne_frank,15,that’s
8,a piece of advice and mother them— that’s,8.309986114501953,anne_frank,15,that’s
16,"Smile coquettishly, pretend you know everything, offer everyone a piece of advice and mother them— that’s",7.880796909332275,anne_frank,15,that’s
1,sometimes,11.119430541992188,anne_frank,8,sometimes
2,and sometimes,9.11391830444336,anne_frank,8,sometimes
4,place is and sometimes,3.4480316638946533,anne_frank,8,sometimes
8,I know what my place is and sometimes,4.453159809112549,anne_frank,8,sometimes
1,eventually,9.940357208251953,anne_frank,15,eventually
2,I’ll eventually,8.014876365661621,anne_frank,15,eventually
4,"doubts, but I’ll eventually",7.601009845733643,anne_frank,15,eventually
8,"sometimes I have my doubts, but I’ll eventually",6.865265846252441,anne_frank,15,eventually
16,"Sometimes I know what my place is and sometimes I have my doubts, but I’ll eventually",6.512540817260742,anne_frank,15,eventually
1,have,10.692431449890137,anne_frank,10,have
2,I have,7.546214580535889,anne_frank,10,have
4,and sometimes I have,6.153346061706543,anne_frank,10,have
8,what my place is and sometimes I have,3.7000749111175537,anne_frank,10,have
1,"day,",9.952737808227539,anne_frank,13,"day,"
2,"the day,",9.084185600280762,anne_frank,13,"day,"
4,"room during the day,",8.221138954162598,anne_frank,13,"day,"
8,"have gone to Peter’s room during the day,",7.734188079833984,anne_frank,13,"day,"
1,gone,10.98294734954834,anne_frank,7,gone
2,have gone,6.39548921585083,anne_frank,7,gone
4,when I have gone,5.197877407073975,anne_frank,7,gone
8,On the few occasions when I have gone,4.463832855224609,anne_frank,7,gone
1,always,11.110249519348145,anne_frank,15,always
2,I’ve always,4.946618556976318,anne_frank,15,always
4,"the day, I’ve always",5.492082595825195,anne_frank,15,always
8,"to Peter’s room during the day, I’ve always",5.88101863861084,anne_frank,15,always
16,"On the few occasions when I have gone to Peter’s room during the day, I’ve always",6.337551593780518,anne_frank,15,always
1,to,11.301959037780762,anne_frank,14,to
2,going to,9.507628440856934,anne_frank,14,to
4,and Mother’s going to,8.58028793334961,anne_frank,14,to
8,"being doled out fairly, and Mother’s going to",7.460976600646973,anne_frank,14,to
1,to,11.301959037780762,anne_frank,16,to
2,have to,7.693484306335449,anne_frank,16,to
4,going to have to,8.477483749389648,anne_frank,16,to
8,"out fairly, and Mother’s going to have to",8.061882019042969,anne_frank,16,to
16,"seems the fats and oils aren’t being doled out fairly, and Mother’s going to have to",8.098533630371094,anne_frank,16,to
1,to,11.301959037780762,anne_frank,20,to
2,stop to,10.11979866027832,anne_frank,20,to
4,put a stop to,8.837139129638672,anne_frank,20,to
8,going to have to put a stop to,5.727455139160156,anne_frank,20,to
16,"oils aren’t being doled out fairly, and Mother’s going to have to put a stop to",3.501174211502075,anne_frank,20,to
1,back,10.862462043762207,anne_frank,15,back
2,come back,4.733092308044434,anne_frank,15,back
4,liable to come back,5.250553131103516,anne_frank,15,back
8,"five minutes, since they’re liable to come back",6.191530227661133,anne_frank,15,back
16,"People don’t dare leave the house for even five minutes, since they’re liable to come back",6.244428634643555,anne_frank,15,back
1,for,11.576336860656738,anne_frank,6,for
2,house for,10.131104469299316,anne_frank,6,for
4,leave the house for,7.2303876876831055,anne_frank,6,for
1,don’t,9.637307167053223,anne_frank,1,don’t
2,People don’t,5.750921726226807,anne_frank,1,don’t
1,Peter,10.614587783813477,anne_frank,13,Peter
2,scissors!” Peter,9.651533126831055,anne_frank,13,Peter
4,find the scissors!” Peter,9.68259048461914,anne_frank,13,Peter
8,"minute, but I can’t find the scissors!” Peter",9.761021614074707,anne_frank,13,Peter
1,scissors!”,6.844502925872803,anne_frank,12,scissors!”
2,the scissors!”,7.553478717803955,anne_frank,12,scissors!”
4,can’t find the scissors!”,7.83066987991333,anne_frank,12,scissors!”
8,"a minute, but I can’t find the scissors!”",7.736606597900391,anne_frank,12,scissors!”
1,around,10.504321098327637,anne_frank,18,around
2,rummaging around,6.5893683433532715,anne_frank,18,around
4,"her look, rummaging around",5.595154285430908,anne_frank,18,around
8,"the scissors!” Peter helped her look, rummaging around",4.823500633239746,anne_frank,18,around
16,"up in a minute, but I can’t find the scissors!” Peter helped her look, rummaging around",4.89939022064209,anne_frank,18,around
1,as,11.068653106689453,anne_frank,16,as
2,up as,7.812770366668701,anne_frank,16,as
4,all worked up as,6.096620559692383,anne_frank,16,as
8,have to get you all worked up as,5.440206050872803,anne_frank,16,as
16,spend enough time thinking about him and don’t have to get you all worked up as,5.850728511810303,anne_frank,16,as
1,don’t,9.637307167053223,anne_frank,8,don’t
2,and don’t,7.895495891571045,anne_frank,8,don’t
4,about him and don’t,7.683448314666748,anne_frank,8,don’t
8,spend enough time thinking about him and don’t,6.516531467437744,anne_frank,8,don’t
1,about,11.107869148254395,anne_frank,5,about
2,thinking about,7.943912506103516,anne_frank,5,about
4,enough time thinking about,6.705451488494873,anne_frank,5,about
1,to,11.301959037780762,anne_frank,16,to
2,get to,9.261636734008789,anne_frank,16,to
4,it can get to,7.891173362731934,anne_frank,16,to
8,"year and a half, it can get to",7.463407516479492,anne_frank,16,to
16,"me, if you’ve been shut up for a year and a half, it can get to",3.973337173461914,anne_frank,16,to
1,for,11.576336860656738,anne_frank,7,for
2,up for,10.443754196166992,anne_frank,7,for
4,been shut up for,8.201878547668457,anne_frank,7,for
8,"Believe me, if you’ve been shut up for",7.054985523223877,anne_frank,7,for
1,a,11.316549301147461,anne_frank,11,a
2,and a,11.278395652770996,anne_frank,11,a
4,a year and a,1.8226553201675415,anne_frank,11,a
8,been shut up for a year and a,0.22515180706977844,anne_frank,11,a
1,bed,11.034163475036621,anne_frank,19,bed
2,the bed,6.717396259307861,anne_frank,19,bed
4,"potty, shove the bed",6.817211627960205,anne_frank,19,bed
8,"hair, put away the potty, shove the bed",6.621709823608398,anne_frank,19,bed
16,"to be done quickly, quickly: I comb my hair, put away the potty, shove the bed",4.9119157791137695,anne_frank,19,bed
1,back,10.862462043762207,anne_frank,20,back
2,bed back,6.187124729156494,anne_frank,20,back
4,shove the bed back,4.71427059173584,anne_frank,20,back
8,"put away the potty, shove the bed back",3.7061777114868164,anne_frank,20,back
16,"be done quickly, quickly: I comb my hair, put away the potty, shove the bed back",3.548851251602173,anne_frank,20,back
1,comb,11.055211067199707,anne_frank,10,comb
2,I comb,1.3706167936325073,anne_frank,10,comb
4,"quickly, quickly: I comb",1.4485011100769043,anne_frank,10,comb
8,"has to be done quickly, quickly: I comb",3.2342443466186523,anne_frank,10,comb
1,out,10.346115112304688,anne_frank,15,out
2,peering out,4.629432201385498,anne_frank,15,out
4,"front office, peering out",4.393136978149414,anne_frank,15,out
8,"and cozy in the front office, peering out",4.3222270011901855,anne_frank,15,out
16,"Yours, Anne Dearest Kitty, I’m sitting here nice and cozy in the front office, peering out",3.972412347793579,anne_frank,15,out
1,cozy,10.85049819946289,anne_frank,9,cozy
2,and cozy,9.373054504394531,anne_frank,9,cozy
4,here nice and cozy,7.855686187744141,anne_frank,9,cozy
8,"Dearest Kitty, I’m sitting here nice and cozy",5.42104959487915,anne_frank,9,cozy
1,Dearest,11.14469051361084,anne_frank,2,Dearest
2,Anne Dearest,6.199722766876221,anne_frank,2,Dearest
1,to,11.301959037780762,anne_frank,3,to
2,easier to,9.398021697998047,anne_frank,3,to
4,It’s much easier to,8.979292869567871,anne_frank,3,to
1,of,12.024920463562012,anne_frank,8,of
2,kinds of,11.801785469055176,anne_frank,8,of
4,at these kinds of,10.410496711730957,anne_frank,8,of
8,much easier to laugh at these kinds of,8.785443305969238,anne_frank,8,of
1,easier,6.50929594039917,anne_frank,2,easier
2,much easier,3.1183602809906006,anne_frank,2,easier
1,I’m,9.384042739868164,anne_frank,6,I’m
2,but I’m,7.780734539031982,anne_frank,6,I’m
4,"I know, but I’m",7.065952777862549,anne_frank,6,I’m
1,it’s,12.216700553894043,anne_frank,16,it’s
2,because it’s,9.297063827514648,anne_frank,16,it’s
4,"last sentence, because it’s",8.869224548339844,anne_frank,16,it’s
8,"to cross out that last sentence, because it’s",8.256505966186523,anne_frank,16,it’s
16,"sounds crazy, I know, but I’m not going to cross out that last sentence, because it’s",7.396230220794678,anne_frank,16,it’s
1,crazy,10.86516284942627,anne_frank,19,crazy
2,as crazy,5.8699445724487305,anne_frank,19,crazy
4,it’s not as crazy,2.428213596343994,anne_frank,19,crazy
8,"that last sentence, because it’s not as crazy",1.7198940515518188,anne_frank,19,crazy
16,"know, but I’m not going to cross out that last sentence, because it’s not as crazy",1.2295290231704712,anne_frank,19,crazy
1,have,10.692431449890137,anne_frank,20,have
2,you have,7.3626508712768555,anne_frank,20,have
4,or not you have,7.232555866241455,anne_frank,20,have
8,"not you’re married, whether or not you have",4.104435443878174,anne_frank,20,have
16,"away and received something in return, whether or not you’re married, whether or not you have",3.4028778076171875,anne_frank,20,have
1,something,10.092069625854492,anne_frank,8,something
2,received something,7.369576454162598,anne_frank,8,something
4,away and received something,6.7109694480896,anne_frank,8,something
8,"shared something, given something away and received something",6.187480926513672,anne_frank,8,something
1,or,11.46521282196045,anne_frank,17,or
2,whether or,0.09496545791625977,anne_frank,17,or
4,"you’re married, whether or",0.023315878584980965,anne_frank,17,or
8,"return, whether or not you’re married, whether or",0.028183409944176674,anne_frank,17,or
16,"something, given something away and received something in return, whether or not you’re married, whether or",0.026898054406046867,anne_frank,17,or
1,"mask,",11.794130325317383,anne_frank,21,"mask,"
2,"my mask,",9.174293518066406,anne_frank,21,"mask,"
4,"outer selves, my mask,",5.994448661804199,anne_frank,21,"mask,"
8,"between everyone’s inner and outer selves, my mask,",6.479794979095459,anne_frank,21,"mask,"
16,"your own way, the diary, loneliness, the difference between everyone’s inner and outer selves, my mask,",6.258664608001709,anne_frank,21,"mask,"
1,the,12.734390258789062,anne_frank,12,the
2,"loneliness, the",12.49186897277832,anne_frank,12,the
4,"the diary, loneliness, the",11.727825164794922,anne_frank,12,the
8,"things your own way, the diary, loneliness, the",11.381180763244629,anne_frank,12,the
1,"diary,",10.893338203430176,anne_frank,10,"diary,"
2,"the diary,",9.170882225036621,anne_frank,10,"diary,"
4,"own way, the diary,",7.876000881195068,anne_frank,10,"diary,"
8,"about doing things your own way, the diary,",7.042930603027344,anne_frank,10,"diary,"
1,piled,8.672502517700195,anne_frank,17,piled
2,were piled,4.7693328857421875,anne_frank,17,piled
4,few months were piled,3.785756826400757,anne_frank,17,piled
8,office in the last few months were piled,3.83752179145813,anne_frank,17,piled
16,cardboard boxes that had been sent to the office in the last few months were piled,3.8858578205108643,anne_frank,17,piled
1,had,11.16131591796875,anne_frank,5,had
2,that had,7.13736629486084,anne_frank,5,had
4,cardboard boxes that had,7.998425483703613,anne_frank,5,had
1,months,9.397747993469238,anne_frank,15,months
2,few months,5.445204734802246,anne_frank,15,months
4,the last few months,4.245106220245361,anne_frank,15,months
8,to the office in the last few months,4.2019944190979,anne_frank,15,months
16,All the cardboard boxes that had been sent to the office in the last few months,5.9130539894104,anne_frank,15,months
1,of,12.024920463562012,anne_frank,15,of
2,fear of,10.447458267211914,anne_frank,15,of
4,than my fear of,9.741415023803711,anne_frank,15,of
8,again was even greater than my fear of,9.356133460998535,anne_frank,15,of
16,After that evening my longing to see it again was even greater than my fear of,7.332008361816406,anne_frank,15,of
1,to,11.301959037780762,anne_frank,5,to
2,longing to,10.395541191101074,anne_frank,5,to
4,evening my longing to,8.28408145904541,anne_frank,5,to
1,again,8.657377243041992,anne_frank,8,again
2,it again,5.564249515533447,anne_frank,8,again
4,to see it again,5.428219795227051,anne_frank,8,again
8,that evening my longing to see it again,7.155586242675781,anne_frank,8,again
1,impolite,10.010458946228027,anne_frank,21,impolite
2,an impolite,9.103347778320312,anne_frank,21,impolite
4,greeted with an impolite,9.39603042602539,anne_frank,21,impolite
8,of the line are greeted with an impolite,9.241459846496582,anne_frank,21,impolite
16,so that the people on the other end of the line are greeted with an impolite,9.174912452697754,anne_frank,21,impolite
1,of,12.024920463562012,anne_frank,14,of
2,end of,9.070483207702637,anne_frank,14,of
4,the other end of,2.8279356956481934,anne_frank,14,of
8,that the people on the other end of,2.158987522125244,anne_frank,14,of
1,with,11.736027717590332,anne_frank,19,with
2,greeted with,8.10311508178711,anne_frank,19,with
4,line are greeted with,8.710529327392578,anne_frank,19,with
8,other end of the line are greeted with,7.85499382019043,anne_frank,19,with
16,"to laugh, so that the people on the other end of the line are greeted with",7.2339043617248535,anne_frank,19,with
1,bad,11.273366928100586,anne_frank,3,bad
2,that bad,8.67944049835205,anne_frank,3,bad
4,If it’s that bad,6.121246337890625,anne_frank,3,bad
1,must,10.833091735839844,anne_frank,7,must
2,what must,5.837242126464844,anne_frank,7,must
4,"in Holland, what must",5.469165325164795,anne_frank,7,must
8,"If it’s that bad in Holland, what must",5.7415266036987305,anne_frank,7,must
1,are,11.507725715637207,anne_frank,20,are
2,Germans are,9.798065185546875,anne_frank,20,are
4,where the Germans are,9.543351173400879,anne_frank,20,are
8,faraway and uncivilized places where the Germans are,9.591432571411133,anne_frank,20,are
16,"Holland, what must it be like in those faraway and uncivilized places where the Germans are",9.408554077148438,anne_frank,20,are
1,got,11.186014175415039,anne_frank,8,got
2,you’ve got,6.508894920349121,anne_frank,8,got
4,birthday when you’ve got,6.342721462249756,anne_frank,8,got
8,can you celebrate your birthday when you’ve got,6.274746894836426,anne_frank,8,got
1,people,9.81640911102295,anne_frank,17,people
2,from people,6.0364179611206055,anne_frank,17,people
4,accept gifts from people,5.3170623779296875,anne_frank,17,people
8,"sulks, how can you accept gifts from people",3.8885562419891357,anne_frank,17,people
16,"you celebrate your birthday when you’ve got the sulks, how can you accept gifts from people",3.51137113571167,anne_frank,17,people
1,even,11.04362964630127,anne_frank,20,even
2,won’t even,9.521471977233887,anne_frank,20,even
4,people you won’t even,6.266424655914307,anne_frank,20,even
8,you accept gifts from people you won’t even,7.273410320281982,anne_frank,20,even
16,"birthday when you’ve got the sulks, how can you accept gifts from people you won’t even",6.512305736541748,anne_frank,20,even
1,but,10.735779762268066,anne_frank,12,but
2,"class, but",8.431713104248047,anne_frank,12,but
4,"a wood-carving class, but",8.218729019165039,anne_frank,12,but
8,"me sign up for a wood-carving class, but",7.842618465423584,anne_frank,12,but
1,actually,10.941421508789062,anne_frank,13,actually
2,but actually,8.316378593444824,anne_frank,13,actually
4,"wood-carving class, but actually",10.11703872680664,anne_frank,13,actually
8,"sign up for a wood-carving class, but actually",9.567765235900879,anne_frank,13,actually
1,for,11.576336860656738,anne_frank,8,for
2,up for,10.443754196166992,anne_frank,8,for
4,me sign up for,8.131736755371094,anne_frank,8,for
8,"see, my grandparents made me sign up for",8.56130599975586,anne_frank,8,for
1,I,11.117331504821777,anne_frank,3,I
2,why I,6.799991607666016,anne_frank,3,I
4,But that’s why I,7.003845691680908,anne_frank,3,I
1,bottom,10.694440841674805,anne_frank,7,bottom
2,the bottom,5.117857456207275,anne_frank,7,bottom
4,"wish, from the bottom",2.900599956512451,anne_frank,7,bottom
8,"But that’s why I wish, from the bottom",0.5019897818565369,anne_frank,7,bottom
1,trust,10.93763256072998,anne_frank,20,trust
2,your trust,5.977596759796143,anne_frank,20,trust
4,to place your trust,3.269608497619629,anne_frank,20,trust
8,will both be able to place your trust,3.9638280868530273,anne_frank,20,trust
16,"from the bottom of my heart, that you will both be able to place your trust",3.035637617111206,anne_frank,20,trust
1,sleep,10.731437683105469,anne_frank,1,sleep
2,I sleep,6.6498847007751465,anne_frank,1,sleep
1,few,11.896280288696289,anne_frank,18,few
2,a few,9.096460342407227,anne_frank,18,few
4,to add a few,8.235234260559082,anne_frank,18,few
